         3929067 function calls (3923283 primitive calls) in 26.767 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.004    0.004 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 sessions.py:319(Session)
        1    0.000    0.000    0.002    0.002 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:95(SessionRedirectMixin)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.001    0.001 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
   101744    0.424    0.000    0.563    0.000 simple.py:100(jdg_straight)
    50810    0.185    0.000    0.225    0.000 simple.py:121(jdg_flush)
        1    0.000    0.000    0.000    0.000 simple.py:14(Card)
    50935    0.048    0.000    0.620    0.000 simple.py:140(jdg_fullhouse)
    97778    0.367    0.000    0.551    0.000 simple.py:40(jdg_pair)
    97778    0.087    0.000    0.087    0.000 simple.py:45(<listcomp>)
    49242    0.186    0.000    0.280    0.000 simple.py:52(jdg_2pairs)
    49242    0.045    0.000    0.045    0.000 simple.py:57(<listcomp>)
   101495    0.382    0.000    0.567    0.000 simple.py:65(jdg_triple)
        1    0.000    0.000    0.000    0.000 simple.py:7(<module>)
   101495    0.089    0.000    0.089    0.000 simple.py:70(<listcomp>)
    50944    0.208    0.000    0.308    0.000 simple.py:80(jdg_boom)
    50944    0.049    0.000    0.049    0.000 simple.py:85(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       89    0.000    0.000    0.000    0.000 six.py:105(__init__)
        6    0.000    0.000    0.015    0.002 six.py:114(_resolve)
        1    0.000    0.000    0.013    0.013 six.py:117(__getattr__)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
      103    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       10    0.000    0.000    0.000    0.000 six.py:184(find_module)
       10    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        5    0.000    0.000    0.000    0.000 six.py:195(load_module)
        5    0.000    0.000    0.013    0.003 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:21(<module>)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        9    0.000    0.000    0.015    0.002 six.py:80(_import_module)
       41    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
       41    0.000    0.000    0.000    0.000 six.py:837(wrapper)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      260    0.000    0.000    0.000    0.000 six.py:88(__init__)
        7    0.000    0.000    0.001    0.000 six.py:91(__get__)
        1    0.000    0.000    0.004    0.004 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
      193    0.004    0.000    0.004    0.000 socket.py:139(__init__)
       96    0.004    0.000    0.010    0.000 socket.py:162(__repr__)
       96    0.004    0.000    0.005    0.000 socket.py:221(makefile)
       96    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
       96    0.000    0.000    0.000    0.000 socket.py:422(detach)
      192    0.001    0.000    0.003    0.000 socket.py:432(family)
      192    0.000    0.000    0.001    0.000 socket.py:438(type)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
       96    0.001    0.000    0.001    0.000 socket.py:563(__init__)
      192    0.001    0.000   10.995    0.057 socket.py:575(readinto)
      288    0.000    0.000    0.000    0.000 socket.py:614(readable)
       96    0.001    0.000    0.001    0.000 socket.py:652(close)
       96    0.001    0.000    2.949    0.031 socket.py:691(create_connection)
       96    0.001    0.000    0.230    0.002 socket.py:731(getaddrinfo)
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      175    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      176    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      576    0.002    0.000    0.004    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socks.py:110(ProxyError)
        1    0.000    0.000    0.000    0.000 socks.py:123(GeneralProxyError)
        1    0.000    0.000    0.000    0.000 socks.py:127(ProxyConnectionError)
        1    0.000    0.000    0.000    0.000 socks.py:129(SOCKSHTTPSConnection)
        1    0.000    0.000    0.000    0.000 socks.py:131(SOCKS5AuthError)
        1    0.000    0.000    0.000    0.000 socks.py:133(SOCKSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 socks.py:135(SOCKS5Error)
        1    0.000    0.000    0.000    0.000 socks.py:137(SOCKSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 socks.py:139(SOCKS4Error)
        1    0.000    0.000    0.000    0.000 socks.py:141(SOCKSProxyManager)
        1    0.000    0.000    0.000    0.000 socks.py:143(HTTPError)
        1    0.000    0.000    0.001    0.001 socks.py:23(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:267(_BaseSocket)
        1    0.000    0.000    0.000    0.000 socks.py:294(socksocket)
        1    0.000    0.000    0.000    0.000 socks.py:55(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:59(SOCKSConnection)
        1    0.000    0.000    0.000    0.000 socks.py:91(set_self_blocking)
        1    0.000    0.000    0.000    0.000 special.py:1(<module>)
      233    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      233    0.001    0.000    0.002    0.000 sre_compile.py:276(_optimize_charset)
       34    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       34    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      206    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       14    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      142    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    88/68    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       54    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       76    0.000    0.000    0.001    0.000 sre_compile.py:536(_compile_info)
      152    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       76    0.000    0.000    0.006    0.000 sre_compile.py:598(_code)
      137    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   450/76    0.002    0.000    0.004    0.000 sre_compile.py:71(_compile)
       76    0.000    0.000    0.015    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      479    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      975    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     2928    0.001    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
      215    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      855    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
  547/176    0.001    0.000    0.001    0.000 sre_parse.py:174(getwidth)
       76    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     4252    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
     1316    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
     3724    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       15    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      679    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      134    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      181    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
      126    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
   210/76    0.000    0.000    0.009    0.000 sre_parse.py:417(_parse_sub)
   249/83    0.003    0.000    0.008    0.000 sre_parse.py:475(_parse)
       76    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      354    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      100    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
       76    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
       76    0.000    0.000    0.009    0.000 sre_parse.py:919(parse)
      100    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.001    0.001 ssh.py:5(<module>)
      128    0.002    0.000    0.018    0.000 ssl.py:1001(sendall)
      192    0.001    0.000   10.993    0.057 ssl.py:1038(recv_into)
       96    0.001    0.000    8.781    0.091 ssl.py:1101(do_handshake)
      123    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      123    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:351(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:356(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:379(SSLContext)
       96    0.000    0.000    0.018    0.000 ssl.py:387(__new__)
       96    0.000    0.000    0.003    0.000 ssl.py:391(_encode_hostname)
       96    0.001    0.000    8.794    0.092 ssl.py:399(wrap_socket)
      192    0.005    0.000    0.461    0.002 ssl.py:460(_load_windows_store_certs)
       96    0.001    0.000    0.470    0.005 ssl.py:474(load_default_certs)
      192    0.001    0.000    0.001    0.000 ssl.py:538(verify_mode)
       96    0.001    0.000    0.001    0.000 ssl.py:546(verify_mode)
       96    0.001    0.000    0.491    0.005 ssl.py:551(create_default_context)
        1    0.000    0.000    0.000    0.000 ssl.py:631(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:781(SSLSocket)
       96    0.003    0.000    8.793    0.092 ssl.py:793(_create)
      640    0.000    0.000    0.000    0.000 ssl.py:887(_checkClosed)
       96    0.000    0.000    0.000    0.000 ssl.py:891(_check_connected)
      192    0.001    0.000   10.992    0.057 ssl.py:899(read)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
      128    0.000    0.000    0.015    0.000 ssl.py:974(send)
        1    0.000    0.000    0.001    0.001 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:104(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:111(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 status_codes.py:18(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.001    0.001 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:87(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:186(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:379(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:589(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.004    0.004 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        4    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1134(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1164(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1166(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:309(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:425(TracebackException)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.059    0.059 type_check.py:3(<module>)
      113    0.000    0.000    0.000    0.000 types.py:164(__get__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.016    0.016 universaldetector.py:36(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.000    0.000 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.004    0.004 util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 util.py:202(extended_date)
        1    0.000    0.000    0.000    0.000 util.py:388(extended_datetime)
        1    0.000    0.000    0.001    0.001 util.py:55(find_library)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:123(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 utils.py:130(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 utils.py:16(CryptographyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 utils.py:1816(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
        1    0.000    0.000    0.010    0.010 utils.py:4(<module>)
       85    0.000    0.000    0.000    0.000 utils.py:41(read_only_property)
      126    0.000    0.000    0.000    0.000 utils.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
       74    0.000    0.000    0.000    0.000 utils.py:45(register_interface)
       74    0.000    0.000    0.000    0.000 utils.py:46(register_decorator)
        2    0.000    0.000    0.005    0.002 utils.py:5(<module>)
      672    0.001    0.000    0.001    0.000 utils.py:51(_has_surrogates)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:87(InterfaceNotImplemented)
        1    0.000    0.000    0.018    0.018 utils.py:9(<module>)
       74    0.000    0.000    0.000    0.000 utils.py:97(verify_interface)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:13(NoWayToWaitForSocketError)
        4    0.000    0.000    0.000    0.000 warnings.py:119(filterwarnings)
        7    0.000    0.000    0.000    0.000 warnings.py:154(simplefilter)
       11    0.000    0.000    0.000    0.000 warnings.py:170(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:442(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:463(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:482(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1049(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1124(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1899(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:290(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:38(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:569(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:692(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:730(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:750(ZipExtFile)
      549    0.019    0.000    0.019    0.000 {built-in method __new__ of type object at 0x00007FF9E23FE890}
       74    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       84    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    98/85    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
       32    0.000    0.000    0.000    0.000 {built-in method _heapq.heapify}
    50144    0.033    0.000    0.054    0.000 {built-in method _heapq.heappop}
    50144    0.024    0.000    0.037    0.000 {built-in method _heapq.heappush}
      318    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     2056    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    22/21    0.012    0.001    0.014    0.001 {built-in method _imp.create_dynamic}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      106    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      353    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2056    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       96    0.227    0.002    0.227    0.002 {built-in method _socket.getaddrinfo}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       76    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      192    0.262    0.001    0.262    0.001 {built-in method _ssl.enum_certificates}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      757    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1187    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       13    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  984/982    0.009    0.000    0.017    0.000 {built-in method builtins.__build_class__}
   382/21    0.000    0.000    0.195    0.009 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      381    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      452    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
